ts,pid,comm,file,size,entropy,is_enc
1769816756.5324938,301,systemd-network,.#20yW3fI,620,5.2607,0
1769816756.5328815,301,systemd-network,.#2ciXpqb,733,5.5371,0
1769816756.5349288,303,systemd-resolve,.#resolv.confmO0T4o,929,4.8245,0
1769816756.5352705,303,systemd-resolve,.#stub-resolv.confNzpzPa,1032,4.7665,0
1769816769.4920933,373,rs:main Q:Reg,syslog,646,5.0345,0
1769816769.4939234,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816769.4941864,373,rs:main Q:Reg,syslog,994,4.9579,0
1769816769.494822,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816776.3147674,373,rs:main Q:Reg,syslog,646,5.0307,0
1769816776.3157718,373,rs:main Q:Reg,syslog,661,4.9418,0
1769816776.3168085,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2043,0
1769816776.3174942,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816776.3180482,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2042,0
1769816776.3468559,373,rs:main Q:Reg,syslog,646,5.0340,0
1769816776.3478491,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816776.3490145,373,rs:main Q:Reg,syslog,1498,5.1040,0
1769816776.34978,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2043,0
1769816776.3499722,373,rs:main Q:Reg,syslog,994,4.9488,0
1769816776.3505244,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816777.4116178,373,rs:main Q:Reg,syslog,2474,5.0684,0
1769816777.4134314,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816790.3687067,373,rs:main Q:Reg,syslog,646,5.0363,0
1769816790.3698049,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2035,0
1769816790.37092,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816790.3715231,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816790.3721356,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816790.372672,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816821.7865772,836,flb-pipeline,default_pipeline_syslog-wal,4096,0.2050,0
1769816821.8255095,10196,apt-get,#4672,4096,4.7970,0
1769816821.8264527,10196,apt-get,#4672,4096,4.7747,0
1769816821.8275535,10196,apt-get,#4672,4096,4.6743,0
1769816821.828428,10196,apt-get,#4672,4096,4.6390,0
1769816821.8292978,10196,apt-get,#4672,4096,4.6665,0
1769816821.8301578,10196,apt-get,#4672,4096,4.8208,0
1769816821.8310094,10196,apt-get,#4672,4096,4.8444,0
1769816821.8319046,10196,apt-get,#4672,4096,4.8076,0
1769816821.832784,10196,apt-get,#4672,4096,4.7667,0
1769816821.8335183,10196,apt-get,#4672,4096,4.8004,0
1769816821.834335,10196,apt-get,#4672,4096,4.6944,0
1769816821.835188,10196,apt-get,#4672,4096,4.6038,0
1769816821.836021,10196,apt-get,#4672,4096,4.6411,0
1769816821.836938,10196,apt-get,#4672,4096,4.7542,0
1769816821.8378165,10196,apt-get,#4672,4096,4.7731,0
1769816821.838898,10196,apt-get,#4672,4096,4.8473,0
1769816821.8397837,10196,apt-get,#4672,4096,4.7227,0
1769816821.8406525,10196,apt-get,#4672,4096,4.7289,0
1769816821.8415287,10196,apt-get,#4672,4096,4.7875,0
1769816821.8422992,10196,apt-get,#4672,4096,4.6924,0
1769816821.8430815,10196,apt-get,#4672,4096,4.7702,0
1769816821.8439155,10196,apt-get,#4672,4096,4.6946,0
1769816821.8448272,10196,apt-get,#4672,4096,4.6758,0
1769816821.8456972,10196,apt-get,#4672,4096,4.6800,0
1769816821.8465636,10196,apt-get,#4672,4096,4.7856,0
1769816821.8473623,10196,apt-get,#4672,4096,4.8001,0
1769816821.8482673,10196,apt-get,#4672,4096,4.8607,0
1769816821.8491714,10196,apt-get,#4672,4096,4.7807,0
1769816821.8500473,10196,apt-get,#4672,4096,4.7757,0
1769816821.8509223,10196,apt-get,#4672,4096,4.7993,0
